episode,stage,num_agents,added_agents,skipped_agents,reward,speed_loss,mean_speed,min_speed,speed_05,speed_10,stopped_ratio,evacuation_ratio,throughput_agents_per_second,mean_density,max_density,classic_mean_density,classic_max_density,remaining_agents,iterations,elapsed_time,actor_loss,critic_1_loss,critic_2_loss,pair_1_action,pair_2_action,pair_3_action,pair_4_action,pair_5_action,pair_6_action,pair_7_action
61,stage_4_heavy,791.6,783.6,8.0,-0.22607627666937874,0.42087060888410666,0.8107811475622506,0.00010592482650208265,0.09682169930255372,0.24882534073549561,0.09621338852622681,0.15937042623413258,4.828,0.19564027788790814,0.20791369722092803,0.19564027788790814,0.20791369722092803,649.1,500.0,25.0,-0.7298674583435059,0.00012744168634526432,0.00013472777209244668,0.9553177,0.7588304,0.86319876,0.8314233,0.44044977,0.91410863,0.9380291
62,stage_4_heavy,724.6,715.4,9.2,-0.2450133602504072,0.43565913775853904,0.7900772071380453,0.0001231116522323351,0.05473004573651141,0.16373662093544655,0.11791617524498606,0.16259357892708332,4.5280000000000005,0.1787410831600565,0.1901149018885571,0.1787410831600565,0.1901149018885571,590.7,500.0,25.0,-0.7144937515258789,8.702265040483326e-05,9.60414472501725e-05,0.17343426,0.024511188,0.4426236,0.8188827,0.5223314,0.04617417,0.5235684
63,stage_4_heavy,793.3,785.6,7.7,-0.22045513573578351,0.4126578042995789,0.8222790739805894,8.817531134503846e-05,0.0821928831908397,0.23431421450690437,0.09232002335991993,0.1645917192350471,5.032,0.19620538496511192,0.20880498742725315,0.19620538496511192,0.20880498742725315,647.3,500.0,25.0,-0.7232056856155396,8.663395419716835e-05,7.8433113230858e-05,0.21321633,0.3190127,0.5688339,0.7841896,0.74383605,0.76534534,0.9323862
64,stage_4_heavy,664.6,657.0,7.6,-0.23139151660117946,0.4111239360867132,0.8244264894786013,8.714528611772978e-05,0.0743041106700808,0.2134184785252061,0.11156990361082361,0.16317418005990542,4.212000000000001,0.16411166593898843,0.17474689802798185,0.16411166593898843,0.17474689802798185,541.7,500.0,25.0,-0.7121663689613342,0.00011100627307314426,8.327121031470597e-05,0.4873005,0.74321103,0.5867795,0.6775556,0.41710806,0.14196035,0.16116059
65,stage_4_heavy,693.4,686.1,7.3,-0.2240866837787971,0.40364703378897654,0.8348941526954328,6.539240827115031e-05,0.08488041846585415,0.23480675639300622,0.10437978377201082,0.16797279421478023,4.484,0.17156920951848478,0.18268748350251457,0.17156920951848478,0.18268748350251457,564.3,500.0,25.0,-0.7253429293632507,0.00010802858741953969,8.134281961247325e-05,0.87891227,0.6500569,0.756575,0.9419203,0.8836386,0.40544295,0.6073126
66,stage_4_heavy,780.9,772.1,8.8,-0.2477491722350742,0.44313666355426296,0.7796086710240319,6.733918388595388e-05,0.08756885130564099,0.20186497033432388,0.11749084468894833,0.1551371723882093,4.664000000000001,0.19306924844658574,0.20510478263129742,0.19306924844658574,0.20510478263129742,642.8,500.0,25.0,-0.7151179313659668,0.00010769102664198726,8.28631455078721e-05,0.72062826,0.09642652,0.36760095,0.9605926,0.5090441,0.11734116,0.23677278
67,stage_4_heavy,720.1,714.7,5.4,-0.20392941805285697,0.3881812127040108,0.8565463022143849,0.00016035067993663957,0.12055089332893924,0.2935899354770536,0.08109488828542107,0.16698113289355315,4.628,0.17841074483183805,0.19014191068268815,0.17841074483183805,0.19014191068268815,588.3,500.0,25.0,-0.7415000796318054,9.279066580347717e-05,8.19401175249368e-05,0.8703838,0.9376144,0.5016605,0.02541846,0.5816508,0.8460233,0.28133482
68,stage_4_heavy,757.8,750.7,7.1,-0.22128090208502646,0.40755382836387843,0.8294246402905701,0.00010639759356399906,0.10261936966338112,0.2596612401539652,0.09709895123245851,0.16971435608981605,4.9559999999999995,0.1875438724472347,0.19983806777574,0.1875438724472347,0.19983806777574,616.0,500.0,25.0,-0.7135012149810791,0.00010774099064292386,9.647414844948798e-05,0.63314635,0.78910387,0.98389626,0.705649,0.75418985,0.88261664,0.6707401
69,stage_4_heavy,768.3,761.5,6.8,-0.2234032915866504,0.41304806408263167,0.8217327102843155,0.00014683180966889773,0.08120609835613578,0.21910974106062206,0.09697344325599613,0.16895397197171627,5.0520000000000005,0.19072779375537738,0.2031871582479919,0.19072779375537738,0.2031871582479919,626.0,500.0,25.0,-0.7371116876602173,8.470767352264374e-05,6.404834857676178e-05,0.15352118,0.15661049,0.291428,0.63819396,0.92638445,0.89590937,0.75955665
70,stage_4_heavy,717.0,711.4,5.6,-0.21309818518464843,0.39776450084669157,0.8431296988146318,4.938048366640673e-05,0.08822001149467473,0.25159916286227985,0.08998730807661971,0.16898177753618487,4.651999999999999,0.17772202058149594,0.18938566444701835,0.17772202058149594,0.18938566444701835,584.9,500.0,25.0,-0.7174004316329956,8.86467969394289e-05,7.189933967310935e-05,0.6974025,0.22269821,0.40782416,0.5672128,0.9727949,0.13868293,0.3254974
71,stage_4_heavy,714.6,708.4,6.2,-0.22995640224252498,0.410857458498081,0.8247995581026867,0.00012186945374901945,0.07333904298996693,0.19828122936634796,0.10935569807215431,0.17159566819212752,4.7,0.1762967872911952,0.18795419835807198,0.1762967872911952,0.18795419835807198,578.4,500.0,25.0,-0.7291820049285889,4.84196498291567e-05,6.548079545609653e-05,0.72989655,0.15419322,0.50016665,0.93858826,0.46262348,0.39898005,0.35708386
72,stage_4_heavy,717.5,711.6,5.9,-0.22284869272601435,0.4065477495557592,0.8308331506219371,9.562510983959073e-05,0.08053237335965789,0.24106802638793381,0.10038265483951783,0.16772457774996824,4.672,0.17801184571851777,0.18952070841767368,0.17801184571851777,0.18952070841767368,584.9,500.0,25.0,-0.7219188213348389,7.974576874403283e-05,6.72607566229999e-05,0.6800835,0.6023173,0.5420423,0.50784594,0.7520639,0.54563916,0.32914346
73,stage_4_heavy,745.2,737.6,7.6,-0.2447489814820723,0.4307198262274198,0.7969922432816123,9.038292437526202e-05,0.06775744047613466,0.18555628239514213,0.1207684183185073,0.170553349317297,4.9,0.18411167799304104,0.19624589815630855,0.18411167799304104,0.19624589815630855,604.1,500.0,25.0,-0.7317980527877808,9.45892243180424e-05,7.771325181238353e-05,0.342739,0.75104535,0.20452052,0.05106473,0.41664097,0.78419393,0.72119665
74,stage_4_heavy,703.1,698.1,5.0,-0.20707061703705992,0.3894864417328307,0.8547189815740369,8.479652464744237e-05,0.10302382594774093,0.28948499286470175,0.0854600672398794,0.16773823114745842,4.548,0.17414958815777565,0.18582050362171795,0.17414958815777565,0.18582050362171795,574.3,500.0,25.0,-0.7133142948150635,7.035297312540933e-05,5.73856923438143e-05,0.40694925,0.47912002,0.6547787,0.994045,0.36173254,0.9068182,0.15450211
75,stage_4_heavy,727.5,719.8,7.7,-0.2194958769317245,0.4000774436706971,0.8398915788610241,9.83902347451139e-05,0.0865797459429263,0.2401909403602236,0.09910816577240952,0.1676261560953587,4.704000000000001,0.17985363771830143,0.19154636797750343,0.17985363771830143,0.19154636797750343,591.6,500.0,25.0,-0.7204700708389282,7.003809150774032e-05,9.433864761376753e-05,0.14280754,0.06934476,0.6298788,0.7577745,0.56532645,0.80234253,0.27827424
76,stage_4_heavy,757.8,750.5,7.3,-0.21077630256140037,0.3966407386324967,0.8447029659145044,5.728213903556927e-05,0.10525584095960545,0.26617199968478844,0.08686667851400279,0.16757732255519692,4.92,0.18756464844272008,0.1998920853640021,0.18756464844272008,0.1998920853640021,617.1,500.0,25.0,-0.728827178478241,7.172631740104407e-05,7.844153151381761e-05,0.37990943,0.8756083,0.95062554,0.41375607,0.42836252,0.0994581,0.5600129
77,stage_4_heavy,755.9,748.2,7.7,-0.23036697115503046,0.4189357044724358,0.8134900137385899,0.00017158942456311366,0.07396657659808811,0.21041041311958328,0.10465448227676025,0.16255705747958393,4.748,0.1870587529526498,0.19905481274593914,0.1870587529526498,0.19905481274593914,618.3,500.0,25.0,-0.7081975340843201,5.4916905355639756e-05,6.247857527341694e-05,0.2853653,0.9418036,0.18061665,0.7283528,0.22463852,0.35770905,0.24745291
78,stage_4_heavy,721.5,716.1,5.4,-0.20975150823341487,0.3914440249664938,0.8519783650469088,0.00011919742073839908,0.10554775273539743,0.2781281036203601,0.08862316374469568,0.1738282850367016,4.836,0.17846164602077744,0.19038498982986773,0.17846164602077744,0.19038498982986773,584.0,500.0,25.0,-0.7017278671264648,6.963063060538843e-05,8.543384319636971e-05,0.4259692,0.66216165,0.35489517,0.20125717,0.3596359,0.8723085,0.16308331
79,stage_4_heavy,790.4,782.8,7.6,-0.2434414079503037,0.4372619987533207,0.787833201745351,7.249001727614672e-05,0.06650566891221518,0.18860779719502144,0.11422768074829234,0.1605219671230724,4.892,0.1959301030249299,0.20829182033876292,0.1959301030249299,0.20829182033876292,648.9,500.0,25.0,-0.7230618000030518,7.275285315699875e-05,7.165721035562456e-05,0.22684354,0.42797738,0.098526716,0.7666887,0.080769,0.66804445,0.762996
80,stage_4_heavy,764.1,756.4,7.7,-0.2406316434947653,0.4330081512268774,0.7937885882823716,0.00012388845027608747,0.06641060884640188,0.19178908162694508,0.11238063834002385,0.16225145417030662,4.792000000000001,0.18927762927049413,0.20124252507055532,0.18927762927049413,0.20124252507055532,625.3,500.0,25.0,-0.7139604091644287,7.373978587565944e-05,7.43499185773544e-05,0.27106112,0.9188714,0.6872878,0.15431225,0.4469661,0.5347613,0.18164581
81,stage_4_heavy,785.8,778.0,7.8,-0.23435857573641675,0.4270010164906407,0.802198576913103,0.00010477998246633681,0.08131247540967279,0.2194674213795337,0.10593028190026746,0.15932995282467308,4.832,0.19425659658857825,0.20669830148503018,0.19425659658857825,0.20669830148503018,644.5,500.0,25.0,-0.7340559363365173,6.078002479625866e-05,5.3879371989751235e-05,0.70736533,0.5078217,0.4603099,0.9805468,0.41989413,0.117218316,0.08495879
82,stage_4_heavy,794.6,787.3,7.3,-0.24483603572707352,0.44032808362138975,0.7835406829300544,4.9844479572030836e-05,0.06293585625097053,0.17489356890515834,0.11450800379752939,0.15986630590415954,4.916,0.197119528766471,0.2095072160746608,0.197119528766471,0.2095072160746608,652.8,500.0,25.0,-0.7166051864624023,5.422646790975705e-05,5.191158561501652e-05,0.27050492,0.70089793,0.5882827,0.3615349,0.31890512,0.13769644,0.17072886
83,stage_4_heavy,776.2,769.3,6.9,-0.22721747180978538,0.4174132735220035,0.815621417069195,7.495063156175552e-05,0.07289827613565562,0.21786476060025498,0.10042027066830658,0.1652409718548932,4.9479999999999995,0.19269008652897657,0.2049697386606421,0.19269008652897657,0.2049697386606421,635.2,500.0,25.0,-0.7147884964942932,4.335333142080344e-05,4.697366966865957e-05,0.9549097,0.9469131,0.74325246,0.19511247,0.9611461,0.068630874,0.7311447
84,stage_4_heavy,769.7,761.9,7.8,-0.23373770111073983,0.4275249779970299,0.8014650308041581,9.524480285800428e-05,0.07314921028129892,0.2054504391310751,0.10454618318654643,0.16210014252255248,4.776000000000001,0.19069559096237493,0.2027550175418949,0.19069559096237493,0.2027550175418949,631.3,500.0,25.0,-0.7225526571273804,4.7288449422921985e-05,5.919397881370969e-05,0.050569773,0.82058716,0.8575917,0.4748632,0.20599687,0.07917538,0.8246685
85,stage_4_heavy,751.3,744.0,7.3,-0.23502361686271128,0.4236404305677798,0.8069033972051081,6.602942059361643e-05,0.09851423444998275,0.24726315809931476,0.10927907439266563,0.16678885452238051,4.796,0.18597424598831017,0.19800146977482766,0.18597424598831017,0.19800146977482766,613.2,500.0,25.0,-0.72701096534729,7.088432903401554e-05,3.788050889852457e-05,0.97033584,0.5149142,0.2024931,0.5788231,0.8331091,0.77499765,0.3971768
86,stage_4_heavy,727.4,719.4,8.0,-0.22086366373741795,0.4043519842641996,0.8339072220301205,5.613190939559848e-05,0.09492979182771769,0.2707573691905869,0.09853811671956349,0.16994084164273457,4.664,0.17961679136976752,0.1913843152127171,0.17961679136976752,0.1913843152127171,592.0,500.0,25.0,-0.7255682349205017,7.85451993579045e-05,4.401175829116255e-05,0.4011271,0.974789,0.8848673,0.6297537,0.21040738,0.2622276,0.9125213
87,stage_4_heavy,751.7,746.6,5.1,-0.2211947537265872,0.40913820634869713,0.827206511111824,6.62897208210427e-05,0.08418529213218981,0.23554860604703323,0.09589911864518057,0.170213735512699,4.9639999999999995,0.18635756310501642,0.19859566324571107,0.18635756310501642,0.19859566324571107,611.2,500.0,25.0,-0.7217642664909363,7.320208533201367e-05,6.685566768283024e-05,0.03969695,0.3725481,0.03800282,0.23651204,0.09433673,0.3094917,0.82363033
88,stage_4_heavy,784.6,777.6,7.0,-0.2362293534946911,0.4277252800979422,0.8011846078628808,3.9246544631612457e-05,0.07401441794410664,0.20470807668301466,0.10856540242585697,0.16686146213594621,5.06,0.19424516979106127,0.207049415808734,0.19424516979106127,0.207049415808734,640.1,500.0,25.0,-0.7434241771697998,6.30323775112629e-05,6.288767326623201e-05,0.9186528,0.6365006,0.8833027,0.08597648,0.8820479,0.6024722,0.8552194
89,stage_4_heavy,711.4,705.1,6.3,-0.20824260745180917,0.3908534869762952,0.8528051182331866,0.00015165740527629153,0.11382219815638292,0.2815316762870793,0.08650202110215177,0.17194829412906415,4.74,0.1762926320920981,0.18806223353459625,0.1762926320920981,0.18806223353459625,577.8,500.0,25.0,-0.7182838916778564,7.873877621022984e-05,6.360873521771282e-05,0.9392194,0.2934302,0.2869776,0.92432266,0.30733734,0.9405379,0.06987229
90,stage_4_heavy,742.3,737.3,5.0,-0.21378336235879428,0.3967275153967494,0.8445814784445508,7.200037192748337e-05,0.09635706378535751,0.25983512358287875,0.0918205936668242,0.1682928720391877,4.863999999999999,0.1844066971289342,0.19654299489175023,0.1844066971289342,0.19654299489175023,606.1,500.0,25.0,-0.7194803953170776,8.572089427616447e-05,5.3743460739497095e-05,0.95485425,0.691794,0.8795443,0.552747,0.77601206,0.48452902,0.30206078
91,stage_4_heavy,738.0,732.9,5.1,-0.2188704116258498,0.407985818640486,0.8288198539033196,0.00012012961458297532,0.09413644620951553,0.23034016356905732,0.09279347361609228,0.1641077089991197,4.712,0.18381769765692216,0.195597687097163,0.18381769765692216,0.195597687097163,606.4,500.0,25.0,-0.732704758644104,5.768417759099975e-05,4.682759026763961e-05,0.4431241,0.81886995,0.9644923,0.90098107,0.11471909,0.64485395,0.10461569
92,stage_4_heavy,802.2,794.2,8.0,-0.2388011936612427,0.4303694276119664,0.7974828013432468,8.95920805559959e-05,0.07553942979273469,0.20706116749443088,0.11108903769409346,0.16401867977999762,5.055999999999999,0.19839205848995384,0.2111277437225246,0.19839205848995384,0.2111277437225246,655.3,500.0,25.0,-0.7153174877166748,5.9691556089092046e-05,4.1109713492915034e-05,0.66369975,0.8046031,0.3574581,0.74072415,0.19019365,0.8587901,0.87702173
93,stage_4_heavy,764.7,757.7,7.0,-0.22204154489734948,0.41069061876446583,0.8250331337297478,8.664392782750236e-05,0.10111060368541107,0.2385543258889439,0.09627549565260522,0.16533693728757015,4.904,0.18935761685311303,0.2016206481883902,0.18935761685311303,0.2016206481883902,623.9,500.0,25.0,-0.7287898659706116,4.0150222048396245e-05,4.46034682681784e-05,0.16325468,0.5401413,0.5018694,0.07563913,0.061681002,0.6227269,0.06753275
94,stage_4_heavy,676.6,671.0,5.6,-0.22040726424576498,0.399758244548687,0.840338457631838,4.598902198244698e-05,0.07867120469156214,0.21872523497971538,0.10083994404381698,0.16458614523036527,4.372000000000001,0.16773396075187372,0.17885223473590353,0.16773396075187372,0.17885223473590353,552.9,500.0,25.0,-0.7311410903930664,4.834139326703735e-05,5.1079194236081094e-05,0.7785116,0.8123253,0.61250687,0.19338664,0.16762349,0.41863805,0.39175987
95,stage_4_heavy,797.7,790.6,7.1,-0.2527794436642002,0.44623404375176073,0.7752723387475349,0.00011895068025306939,0.0694741046318661,0.1762076578854086,0.12380971027249313,0.16061319808440988,4.9479999999999995,0.19806379776128397,0.21058756783990334,0.19806379776128397,0.21058756783990334,656.0,500.0,25.0,-0.743310809135437,7.271044887602329e-05,7.577579526696354e-05,0.9573245,0.012434572,0.4602394,0.30702525,0.588542,0.5942176,0.89599097
96,stage_4_heavy,849.4,841.3,8.1,-0.23852371345533582,0.43698955285922203,0.788214625997089,0.00015816480826913508,0.07892870417504479,0.19941985427016276,0.10621315385274506,0.15880637746392368,5.176,0.21047122226518486,0.2234707626404207,0.21047122226518486,0.2234707626404207,698.0,500.0,25.0,-0.7347103357315063,4.62356474599801e-05,4.220154005452059e-05,0.601787,0.27325693,0.4697848,0.12922123,0.9350124,0.61012715,0.63176626
97,stage_4_heavy,715.4,709.8,5.6,-0.218684987798051,0.40530114050751453,0.8325784032894796,7.548139497782969e-05,0.08263077196782576,0.22707361274552187,0.09427421932507529,0.16275338892340835,4.504,0.17745297143995958,0.18879147097613494,0.17745297143995958,0.18879147097613494,586.4,500.0,25.0,-0.7279261946678162,4.7286484914366156e-05,4.360999810160138e-05,0.10347068,0.7372837,0.06904417,0.70123136,0.81755733,0.65184873,0.54113305
98,stage_4_heavy,758.1,751.1,7.0,-0.2264332597038205,0.4127343536639095,0.8221719048705266,7.12893531474031e-05,0.09615353713657146,0.2519919118314899,0.10223253039709448,0.16206815889740733,4.704,0.18807989313075885,0.19975704139334682,0.18807989313075885,0.19975704139334682,622.0,500.0,25.0,-0.7304391860961914,5.195114863454364e-05,8.830348087940365e-05,0.69473624,0.987324,0.8199992,0.33165422,0.60285956,0.45031264,0.08938596
99,stage_4_heavy,811.2,805.9,5.3,-0.22306589569190938,0.4127249413567933,0.8221850821004895,0.00019194562153578376,0.11207446593574746,0.2596339079884637,0.09662653191532009,0.16521275864942783,5.212000000000001,0.2011812358838733,0.21417973745933483,0.2011812358838733,0.21417973745933483,662.7,500.0,25.0,-0.7296932935714722,3.439646752667613e-05,6.0627480706898496e-05,0.89001906,0.74545264,0.60256463,0.93641543,0.24046975,0.6698241,0.28261453
