episode,stage,num_agents,added_agents,skipped_agents,reward,speed_loss,mean_speed,min_speed,speed_05,speed_10,stopped_ratio,evacuation_ratio,throughput_agents_per_second,mean_density,max_density,classic_mean_density,classic_max_density,remaining_agents,iterations,elapsed_time,actor_loss,critic_1_loss,critic_2_loss,pair_1_action,pair_2_action,pair_3_action,pair_4_action,pair_5_action,pair_6_action,pair_7_action
1,stage_1_fixed_small,50,20,0,-17.445744263263553,0.48812278940314235,0.7166280948356006,0.0,0.0,0.0,0.40382165605095544,0.65,0.17333333333333334,0.0035004818709339094,0.005401758826212732,0.003500481870933909,0.0054017588262127315,7,1500,75.0,,,,0.9627286527353129,0.7794020938837267,0.9256786417059151,0.054926165403345606,0.42867083797652306,0.1232588489540315,0.7954578359345893
