method,seed,num_agents_requested,added_agents,skipped_agents,reward,raw_reward,raw_cost,remaining_agents,iterations,elapsed_time,evacuation_ratio,throughput_agents_per_second,mean_speed,speed_loss,stopped_ratio,mean_density,max_density,classic_mean_density,classic_max_density,pair_1,pair_2,pair_3,pair_4,pair_5,pair_6,pair_7
all_closed,404,5,5,0,-0.8438331308501386,-0.8438331308501386,0.8438331308501386,4,1500,75.0,0.2,0.013333333333333334,0.16405616098362255,0.882817027868841,0.8178438661710037,0.0011336585957643821,0.001350439706553183,0.0011336585957643823,0.0013504397065531829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,404,5,5,0,-0.060927915078915,-0.060927915078915,0.060927915078915,0,1486,74.3,1.0,0.06729475100942127,1.1867522972237974,0.1523197876972875,0.0,0.0009110966553545475,0.0013504397065531844,0.0009110966553545476,0.0013504397065531829,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,404,5,5,0,-0.06094767712421101,-0.06094767712421101,0.06094767712421101,0,1491,74.55,1.0,0.0670690811535882,1.1866831300652614,0.15236919281052752,0.0,0.0009214484262322947,0.001360406141090986,0.0009214484262322945,0.0013604061410909859,,,,,,,
rl_policy,404,5,5,0,-0.6131536391518522,-0.6131536391518522,0.6131536391518522,3,1500,75.0,0.4,0.02666666666666667,0.46413175449394095,0.6684773182186136,0.576271186440678,0.0010163835686163429,0.0013504397065531837,0.001016383568616343,0.0013504397065531829,0.5066574215888977,0.575869619846344,0.5608314275741577,0.653544008731842,0.49756234884262085,0.5828816294670105,0.5890907049179077
all_closed,404,300,20,0,-0.7837211592248898,-0.7837211592248898,0.7837211592248898,14,1500,75.0,0.3,0.08,0.23764326361573165,0.8302548117030488,0.7526987242394504,0.004332068427074552,0.005401758826212732,0.004332068427074552,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,404,300,19,1,-0.0736698706158864,-0.0736698706158864,0.0736698706158864,3,1500,75.0,0.8421052631578947,0.21333333333333335,1.1421554528443976,0.18417467653971598,0.0,0.003255270450533461,0.005131670884902096,0.003255270450533461,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,404,300,20,0,-0.07201146604961571,-0.07201146604961571,0.07201146604961571,3,1500,75.0,0.85,0.22666666666666666,1.147959868826345,0.18002866512403926,0.0,0.003497675789068141,0.005441624564363944,0.003497675789068141,0.0054416245643639435,,,,,,,
rl_policy,404,300,20,0,-0.274220048664354,-0.274220048664354,0.274220048664354,6,1500,75.0,0.7,0.18666666666666668,0.8788047682496997,0.37228230839307164,0.20884520884520885,0.0036035417432761243,0.005401758826212732,0.003603541743276124,0.0054017588262127315,0.5252275466918945,0.555452287197113,0.5969022512435913,0.6850669384002686,0.5495407581329346,0.6088516712188721,0.6045918464660645
all_closed,404,500,20,0,-0.7837211592248898,-0.7837211592248898,0.7837211592248898,14,1500,75.0,0.3,0.08,0.23764326361573165,0.8302548117030488,0.7526987242394504,0.004332068427074552,0.005401758826212732,0.004332068427074552,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,404,500,19,1,-0.0736698706158864,-0.0736698706158864,0.0736698706158864,3,1500,75.0,0.8421052631578947,0.21333333333333335,1.1421554528443976,0.18417467653971598,0.0,0.003255270450533461,0.005131670884902096,0.003255270450533461,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,404,500,20,0,-0.07201146604961571,-0.07201146604961571,0.07201146604961571,3,1500,75.0,0.85,0.22666666666666666,1.147959868826345,0.18002866512403926,0.0,0.003497675789068141,0.005441624564363944,0.003497675789068141,0.0054416245643639435,,,,,,,
rl_policy,404,500,20,0,-0.342008668819677,-0.342008668819677,0.342008668819677,7,1500,75.0,0.65,0.17333333333333334,0.7951497539178604,0.43203589005867116,0.28199052132701424,0.0037101554043197983,0.005401758826212732,0.003710155404319798,0.0054017588262127315,0.5488573312759399,0.692350447177887,0.6281717419624329,0.6388293504714966,0.5335893630981445,0.6032052040100098,0.5847250819206238
all_closed,404,700,20,0,-0.7837211592248898,-0.7837211592248898,0.7837211592248898,14,1500,75.0,0.3,0.08,0.23764326361573165,0.8302548117030488,0.7526987242394504,0.004332068427074552,0.005401758826212732,0.004332068427074552,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,404,700,19,1,-0.0736698706158864,-0.0736698706158864,0.0736698706158864,3,1500,75.0,0.8421052631578947,0.21333333333333335,1.1421554528443976,0.18417467653971598,0.0,0.003255270450533461,0.005131670884902096,0.003255270450533461,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,404,700,20,0,-0.07201146604961571,-0.07201146604961571,0.07201146604961571,3,1500,75.0,0.85,0.22666666666666666,1.147959868826345,0.18002866512403926,0.0,0.003497675789068141,0.005441624564363944,0.003497675789068141,0.0054416245643639435,,,,,,,
rl_policy,404,700,20,0,-0.3419959358384468,-0.3419959358384468,0.3419959358384468,7,1500,75.0,0.65,0.17333333333333334,0.7951943193521661,0.43200405760559557,0.28199052132701424,0.0037101554043197983,0.005401758826212732,0.003710155404319798,0.0054017588262127315,0.5464498996734619,0.6522324085235596,0.6140705943107605,0.6403273344039917,0.5313119292259216,0.590336799621582,0.5570318698883057
all_closed,404,900,20,0,-0.7837211592248898,-0.7837211592248898,0.7837211592248898,14,1500,75.0,0.3,0.08,0.23764326361573165,0.8302548117030488,0.7526987242394504,0.004332068427074552,0.005401758826212732,0.004332068427074552,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,404,900,19,1,-0.0736698706158864,-0.0736698706158864,0.0736698706158864,3,1500,75.0,0.8421052631578947,0.21333333333333335,1.1421554528443976,0.18417467653971598,0.0,0.003255270450533461,0.005131670884902096,0.003255270450533461,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,404,900,20,0,-0.07201146604961571,-0.07201146604961571,0.07201146604961571,3,1500,75.0,0.85,0.22666666666666666,1.147959868826345,0.18002866512403926,0.0,0.003497675789068141,0.005441624564363944,0.003497675789068141,0.0054416245643639435,,,,,,,
rl_policy,404,900,20,0,-0.34202658699836586,-0.34202658699836586,0.34202658699836586,7,1500,75.0,0.65,0.17333333333333334,0.7950870402924495,0.43208068550539325,0.28199052132701424,0.003710155404319798,0.005401758826212732,0.003710155404319798,0.0054017588262127315,0.5447341799736023,0.6156653761863708,0.6000241041183472,0.6421566009521484,0.5296857357025146,0.577825665473938,0.5345863103866577
all_closed,404,1000,20,0,-0.7837211592248898,-0.7837211592248898,0.7837211592248898,14,1500,75.0,0.3,0.08,0.23764326361573165,0.8302548117030488,0.7526987242394504,0.004332068427074552,0.005401758826212732,0.004332068427074552,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,404,1000,19,1,-0.0736698706158864,-0.0736698706158864,0.0736698706158864,3,1500,75.0,0.8421052631578947,0.21333333333333335,1.1421554528443976,0.18417467653971598,0.0,0.003255270450533461,0.005131670884902096,0.003255270450533461,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,404,1000,20,0,-0.07201146604961571,-0.07201146604961571,0.07201146604961571,3,1500,75.0,0.85,0.22666666666666666,1.147959868826345,0.18002866512403926,0.0,0.003497675789068141,0.005441624564363944,0.003497675789068141,0.0054416245643639435,,,,,,,
rl_policy,404,1000,20,0,-0.34201893366673364,-0.34201893366673364,0.34201893366673364,7,1500,75.0,0.65,0.17333333333333334,0.795113826953162,0.4320615521763128,0.28199052132701424,0.0037101554043197983,0.005401758826212732,0.003710155404319798,0.0054017588262127315,0.5436841249465942,0.5968451499938965,0.5928694009780884,0.6426052451133728,0.5292137861251831,0.5714855194091797,0.5240288376808167
all_closed,404,1500,20,0,-0.7837211592248898,-0.7837211592248898,0.7837211592248898,14,1500,75.0,0.3,0.08,0.23764326361573165,0.8302548117030488,0.7526987242394504,0.004332068427074552,0.005401758826212732,0.004332068427074552,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,404,1500,19,1,-0.0736698706158864,-0.0736698706158864,0.0736698706158864,3,1500,75.0,0.8421052631578947,0.21333333333333335,1.1421554528443976,0.18417467653971598,0.0,0.003255270450533461,0.005131670884902096,0.003255270450533461,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,404,1500,20,0,-0.07201146604961571,-0.07201146604961571,0.07201146604961571,3,1500,75.0,0.85,0.22666666666666666,1.147959868826345,0.18002866512403926,0.0,0.003497675789068141,0.005441624564363944,0.003497675789068141,0.0054416245643639435,,,,,,,
rl_policy,404,1500,20,0,-0.2979535384364936,-0.2979535384364936,0.2979535384364936,6,1500,75.0,0.7,0.18666666666666668,0.8523047955670591,0.39121086030924346,0.235781990521327,0.003710155404319797,0.005401758826212732,0.003710155404319797,0.0054017588262127315,0.5346928834915161,0.5194154977798462,0.5658186078071594,0.6434570550918579,0.5229800939559937,0.5486160516738892,0.48126286268234253
all_closed,505,5,5,0,-0.6969663099747094,-0.6969663099747094,0.6969663099747094,4,1500,75.0,0.2,0.013333333333333334,0.3454476364507457,0.7532516882494673,0.6594427244582043,0.0013255631856429922,0.0013504397065531837,0.0013255631856429922,0.0013504397065531829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,505,5,5,0,-0.06907695598253115,-0.06907695598253115,0.06907695598253115,1,1500,75.0,0.8,0.05333333333333334,1.158230654061141,0.17269238995632785,0.0,0.0011443199618687498,0.0013504397065531837,0.0011443199618687498,0.0013504397065531829,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,505,5,5,0,-0.06863823130071488,-0.06863823130071488,0.06863823130071488,1,1500,75.0,0.8,0.05333333333333334,1.1597661904474978,0.17159557825178717,0.0,0.0011527652037665722,0.0013604061410909865,0.0011527652037665722,0.0013604061410909859,,,,,,,
rl_policy,505,5,5,0,-0.2967612453659024,-0.2967612453659024,0.2967612453659024,2,1500,75.0,0.6,0.04,0.8786150529840473,0.37241781929710904,0.24632352941176472,0.0011443199618687496,0.0013504397065531844,0.0011443199618687498,0.0013504397065531829,0.5066574215888977,0.575869619846344,0.5608314275741577,0.653544008731842,0.49756234884262085,0.5828816294670105,0.5890907049179077
all_closed,505,300,20,0,-0.79330471924441,-0.79330471924441,0.79330471924441,14,1500,75.0,0.3,0.08,0.23559699211614998,0.83171643420275,0.7676969092721835,0.004275207807851259,0.005401758826212733,0.0042752078078512595,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,505,300,19,1,-0.055886896856955026,-0.055886896856955026,0.055886896856955026,2,1500,75.0,0.8947368421052632,0.22666666666666666,1.2043958610006573,0.13971724214238757,0.0,0.003042043128446117,0.0051316708849020965,0.0030420431284461174,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,505,300,20,0,-0.05921007359846695,-0.05921007359846695,0.05921007359846695,3,1500,75.0,0.85,0.22666666666666666,1.1927647424053656,0.14802518399616738,0.0,0.0033150949648690867,0.005441624564363944,0.0033150949648690867,0.0054416245643639435,,,,,,,
rl_policy,505,300,20,0,-0.21929046752611409,-0.21929046752611409,0.21929046752611409,4,1500,75.0,0.8,0.21333333333333335,0.9861968915100595,0.29557364892138605,0.16843501326259946,0.0033903144211887806,0.005401758826212732,0.0033903144211887806,0.0054017588262127315,0.5252275466918945,0.555452287197113,0.5969022512435913,0.6850669384002686,0.5495407581329346,0.6088516712188721,0.6045918464660645
all_closed,505,500,20,0,-0.79330471924441,-0.79330471924441,0.79330471924441,14,1500,75.0,0.3,0.08,0.23559699211614998,0.83171643420275,0.7676969092721835,0.004275207807851259,0.005401758826212733,0.0042752078078512595,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,505,500,19,1,-0.055886896856955026,-0.055886896856955026,0.055886896856955026,2,1500,75.0,0.8947368421052632,0.22666666666666666,1.2043958610006573,0.13971724214238757,0.0,0.003042043128446117,0.0051316708849020965,0.0030420431284461174,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,505,500,20,0,-0.05921007359846695,-0.05921007359846695,0.05921007359846695,3,1500,75.0,0.85,0.22666666666666666,1.1927647424053656,0.14802518399616738,0.0,0.0033150949648690867,0.005441624564363944,0.0033150949648690867,0.0054416245643639435,,,,,,,
rl_policy,505,500,20,0,-0.293503768847137,-0.293503768847137,0.293503768847137,5,1500,75.0,0.75,0.2,0.8890866189209519,0.3649381293421772,0.2458808618504436,0.003514697025739732,0.005401758826212732,0.003514697025739732,0.0054017588262127315,0.5488573312759399,0.692350447177887,0.6281717419624329,0.6388293504714966,0.5335893630981445,0.6032052040100098,0.5847250819206238
all_closed,505,700,20,0,-0.79330471924441,-0.79330471924441,0.79330471924441,14,1500,75.0,0.3,0.08,0.23559699211614998,0.83171643420275,0.7676969092721835,0.004275207807851259,0.005401758826212733,0.0042752078078512595,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,505,700,19,1,-0.055886896856955026,-0.055886896856955026,0.055886896856955026,2,1500,75.0,0.8947368421052632,0.22666666666666666,1.2043958610006573,0.13971724214238757,0.0,0.003042043128446117,0.0051316708849020965,0.0030420431284461174,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,505,700,20,0,-0.05921007359846695,-0.05921007359846695,0.05921007359846695,3,1500,75.0,0.85,0.22666666666666666,1.1927647424053656,0.14802518399616738,0.0,0.0033150949648690867,0.005441624564363944,0.0033150949648690867,0.0054416245643639435,,,,,,,
rl_policy,505,700,20,0,-0.29348276564971765,-0.29348276564971765,0.29348276564971765,5,1500,75.0,0.75,0.2,0.8891601301119196,0.3648856213486288,0.2458808618504436,0.003514697025739732,0.005401758826212732,0.003514697025739732,0.0054017588262127315,0.5464498996734619,0.6522324085235596,0.6140705943107605,0.6403273344039917,0.5313119292259216,0.590336799621582,0.5570318698883057
all_closed,505,900,20,0,-0.79330471924441,-0.79330471924441,0.79330471924441,14,1500,75.0,0.3,0.08,0.23559699211614998,0.83171643420275,0.7676969092721835,0.004275207807851259,0.005401758826212733,0.0042752078078512595,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,505,900,19,1,-0.055886896856955026,-0.055886896856955026,0.055886896856955026,2,1500,75.0,0.8947368421052632,0.22666666666666666,1.2043958610006573,0.13971724214238757,0.0,0.003042043128446117,0.0051316708849020965,0.0030420431284461174,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,505,900,20,0,-0.05921007359846695,-0.05921007359846695,0.05921007359846695,3,1500,75.0,0.85,0.22666666666666666,1.1927647424053656,0.14802518399616738,0.0,0.0033150949648690867,0.005441624564363944,0.0033150949648690867,0.0054416245643639435,,,,,,,
rl_policy,505,900,20,0,-0.2935056901187815,-0.2935056901187815,0.2935056901187815,5,1500,75.0,0.75,0.2,0.8890798944701962,0.3649429325212884,0.2458808618504436,0.0035146970257397313,0.005401758826212733,0.003514697025739732,0.0054017588262127315,0.5447341799736023,0.6156653761863708,0.6000241041183472,0.6421566009521484,0.5296857357025146,0.577825665473938,0.5345863103866577
all_closed,505,1000,20,0,-0.79330471924441,-0.79330471924441,0.79330471924441,14,1500,75.0,0.3,0.08,0.23559699211614998,0.83171643420275,0.7676969092721835,0.004275207807851259,0.005401758826212733,0.0042752078078512595,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,505,1000,19,1,-0.055886896856955026,-0.055886896856955026,0.055886896856955026,2,1500,75.0,0.8947368421052632,0.22666666666666666,1.2043958610006573,0.13971724214238757,0.0,0.003042043128446117,0.0051316708849020965,0.0030420431284461174,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,505,1000,20,0,-0.05921007359846695,-0.05921007359846695,0.05921007359846695,3,1500,75.0,0.85,0.22666666666666666,1.1927647424053656,0.14802518399616738,0.0,0.0033150949648690867,0.005441624564363944,0.0033150949648690867,0.0054416245643639435,,,,,,,
rl_policy,505,1000,20,0,-0.29351054847749647,-0.29351054847749647,0.29351054847749647,5,1500,75.0,0.75,0.2,0.8890628902146939,0.36495507841807573,0.2458808618504436,0.003514697025739732,0.005401758826212732,0.003514697025739732,0.0054017588262127315,0.5436841249465942,0.5968451499938965,0.5928694009780884,0.6426052451133728,0.5292137861251831,0.5714855194091797,0.5240288376808167
all_closed,505,1500,20,0,-0.79330471924441,-0.79330471924441,0.79330471924441,14,1500,75.0,0.3,0.08,0.23559699211614998,0.83171643420275,0.7676969092721835,0.004275207807851259,0.005401758826212733,0.0042752078078512595,0.0054017588262127315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all_open,505,1500,19,1,-0.055886896856955026,-0.055886896856955026,0.055886896856955026,2,1500,75.0,0.8947368421052632,0.22666666666666666,1.2043958610006573,0.13971724214238757,0.0,0.003042043128446117,0.0051316708849020965,0.0030420431284461174,0.005131670884902095,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gt_original,505,1500,20,0,-0.05921007359846695,-0.05921007359846695,0.05921007359846695,3,1500,75.0,0.85,0.22666666666666666,1.1927647424053656,0.14802518399616738,0.0,0.0033150949648690867,0.005441624564363944,0.0033150949648690867,0.0054416245643639435,,,,,,,
rl_policy,505,1500,20,0,-0.2932650453242911,-0.2932650453242911,0.2932650453242911,5,1500,75.0,0.75,0.2,0.8892685438966268,0.36480818293098083,0.24556962025316456,0.0035182508144411873,0.005401758826212732,0.003518250814441187,0.0054017588262127315,0.5346928834915161,0.5194154977798462,0.5658186078071594,0.6434570550918579,0.5229800939559937,0.5486160516738892,0.48126286268234253
