episode,stage,successful_rollouts,failed_rollouts,epsilon,num_agents,added_agents,skipped_agents,reward,speed_loss,mean_speed,min_speed,speed_05,speed_10,stopped_ratio,evacuation_ratio,throughput_agents_per_second,mean_density,max_density,classic_mean_density,classic_max_density,remaining_agents,iterations,elapsed_time,actor_loss,critic_1_loss,critic_2_loss,pair_1_action,pair_2_action,pair_3_action,pair_4_action,pair_5_action,pair_6_action,pair_7_action
1,stage_1_fixed_small,10,0,1.0,50.0,19.5,0.5,-0.33626053080763,0.4087652013752627,0.827728718074632,0.0,2.3602588642821106e-15,8.483302441948537e-08,0.2879240837625414,0.7240058479532164,0.18666666666666668,0.0033466028201608747,0.005212697267295286,0.0033466028201608747,0.005212697267295286,5.3,1500.0,75.0,,,,0.27309892,0.6257158,0.91651565,0.51905054,0.85602075,0.35629836,0.7826222
